severity,category,address,city,listing_id,page,snippet
HARD,school_steering,2720 Hempstead Dr,Lakeland,08598bc8-16d6-4fed-87fd-e28ba15ad239,,Nearby Schools: Phillip O’Brien Elementary Crystal Lake Middle School Tenoroc High School
HARD,school_steering,277 Lakebreeze Cir,Lake Mary,aee6de06-0ee9-481b-8ba0-a9f014a47d1c,,"Zoned for Lake Mary Elementary School, Greenwood Lakes Middle School and Lake Mary High School."
HARD,school_steering,2817 Eastern Pkwy,Winter Park,2cf5868e-8211-4ff6-8d5d-06c4182aaacf,,"Zoned for top-rated schools, including K-8 Audubon Park and Winter Park High School, this home puts you close to Park Ave dining, East End Market, Winter Park YMCA, AdventHealth Hospitals, and endless shopping and entert"
HARD,school_steering,2819 Falcon Crest Place,Lake Mary,988641ab-5659-4db8-a261-ab63aea2feda,,"Zoned for Region 2 Elementary School, Millennium Middle School, and Seminole High School."
HARD,school_steering,2837 Candela Ct,Apopka,253ba132-a45c-4ec1-a9fb-e4b393089725,,"It's zoned for Lake Brantley High School, Teague Middle School and Wekiva Elementary."
HARD,school_steering,2879 Arbor Dune,Apopka,bcbc7133-55b7-4091-bca9-3146f45ad077,,"Located just minutes from SR-429, Kelly Park/Rock Springs, local shopping, dining, and excellent schools, this home combines small-town charm with easy access to Orlando’s top destinations."
HARD,school_steering,289 Via Russo Ln,Lake Mary,9ff27d9f-5d41-49c5-9e23-dc8bf5f6f663,,"Zoned for Region 2 Elementary School, Millennium Middle School, and Seminole High School."
HARD,school_steering,29 Silver Swan Ct,Kissimmee,755cc355-a151-4648-b914-3f81f94300cb,,"Enjoy living in this community with a CENTRAL LOCATION which makes it easily accessible to SHOPPING, GREAT SCHOOLS, DINING, ATTRACTIONS, AIRPORT AND MAJOR ROADWAYS."
HARD,school_steering,2916 E. Washington Street,Orlando,eca28951-6295-4be0-923f-cfe2ad655cd3,,This home is zoned for Lake Como School (K-8) and Edgewater High School.
HARD,school_steering,2917 Hunters Ln,Oviedo,4baba92b-970a-4b21-a3a9-7e904042043f,,Area is recognize as a premier national school district.
HARD,school_steering,299 Drexel Ln,Debary,61e07eca-19f5-4d13-9fdc-b7459e06f97e,,"This home is located within the Volusia County School District and is zoned for Enterprise Elementary School, River Springs Middle School, and University High School."
HARD,school_steering,299 Drexel Ln,Debary,61e07eca-19f5-4d13-9fdc-b7459e06f97e,,Buyers and renters are encouraged to verify current school boundaries with the Volusia County School District.
HARD,school_steering,3037 Bonkirk Dr,Deltona,16015d1b-2d9b-4063-b294-d92d80129584,,"Zoned Schools: Timbercrest Elementary School, Galaxy Middle School, and Deltona High School."
HARD,school_steering,304 Grand Valley Dr.,Lake Mary,aa5baf1e-79dd-4a0f-bb40-da8d33b45e83,,"Conveniently located just minutes from I-4, shopping, dining, and entertainment, this home is also zoned for top-rated schools: Woodlands Elementary, Markham Woods Middle, and Lake Mary High School."
HARD,school_steering,3064 Irish Peach Dr,Winter Garden,efeec7b9-f9be-4a25-ab99-6144c2cb75b6,,"Welcome to this luxurious 5 bedroom, 4.5 bathroom single-family pool home located in the highly desirable master planned community of Orchard Hills in Winter Garden — just moments from Hamlin, The Grove, top-rated school"
HARD,school_steering,310 Reed Grass Circle,Oviedo,556c0a50-9455-4abe-9bac-aecdfb9de56b,,"Zoned for Rainbow Elementary School, Indian Trails Middle School and Oviedo High School."
HARD,school_steering,3132 South Bumby Ave,Orlando,19a71ccb-ae46-48c6-affc-654e16daa64b,,"Zoned for BLANKNER Elementary School, BLANKNER Middle School and BOONE High School."
HARD,school_steering,314 E Harwood St #1,Orlando,6f050684-1a60-46b2-a81a-791f405e359e,,The unit is zoned for Orange County Public Schools: Lake Como School K-8 and Edgewater High School.
HARD,school_steering,314 E Harwood St #2,Orlando,2039e397-c067-4c12-9888-a434be775b8b,,The unit is zoned for Orange County Public Schools: Lake Como School K-8 and Edgewater High School.
HARD,school_steering,320 Killarney Drive,Winter Park,bdaf43d7-2ef0-4131-b4a2-32bd254f1ec7,,"Zoned for Killarney Elementary School, College Park Middle School and Edgewater High School."
HARD,school_steering,3200 Hughey St,Sanford,7158ef2e-6d8e-49c7-977c-95e772e2e9df,,"Top-Tier Schools: Zoned for the highly-regarded Seminole County Public Schools (Hamilton Elementary, Millennium Middle, and Seminole High)."
HARD,school_steering,3204 Herons Point Cir,Kissimmee,e4acece1-cdc6-4c6f-a8ac-6bb6e0df7bec,,Hospitals & Top-Rated Schools
HARD,school_steering,323 Arbor Lakes Circle,Sanford,b0f2bc46-d4a9-4d73-9d7e-0fbe11f97d22,,"Zoned for Region 1 Elementary School, Sanford Middle School and Seminole High School."
HARD,school_steering,325 Arbor Lakes Cir,Sanford,d28f538f-7f8a-4c0f-9696-f3bbd9426897,,"Zoned for Region 1 Elementary, Sanford Middle School, and Seminole High School."
HARD,school_steering,325 Wilton Cir,Sanford,450b77c4-c4da-43af-96b7-609c6f6a0c14,,"School Zoning & Management: Top-Rated Schools: Zoned for Wicklow Elementary, Millennium Middle, and Seminole High Schools."
HARD,school_steering,3309 Messina Drive,Lake Mary,3c4570f3-4927-4ca8-a772-2165a8ccbc1c,,"Zoned for Crystal Lake Elementary School, Millennium Middle School, and Seminole High School."
HARD,school_steering,3340 Alena Court,Winter Park,394ed09a-ffdd-40b6-b0a8-03013a3d856f,,"Zoned for Eastbrook Elementary School, Tuskawilla Middle School, and Lake Howell High School."
HARD,school_steering,337 Grove Avenue,Winter Park,90fffd97-5ed4-41fa-85b7-d3409812bdfd,,"Close to Assigned Schools Edgewater High School, Killarney Elementary School, Robert E Lee Middle School and Cornerstone Academy Charter"
HARD,school_steering,3372 River View Way,Winter Park,e63d4bbc-21bd-4da9-9fb2-ee715eb1f15c,,"Zoned for Aloma Elementary School, Glenridge Middle School and Winter Park High School."
HARD,school_steering,3422 Orange Rose Loop,Apopka,6e7fcfd4-749d-48cc-a72f-85f4a493b8df,,"The community offers quick access to Greater Orlando via the SR-429/Kelly Park interchange, while nearby outdoor recreation, shopping, dining, and top-rated schools make this an exceptional place to call home."
HARD,school_steering,343 Carina Circle,Sanford,03a08028-9d1e-441d-bfcb-088aa01dd1e2,,"Zoned for Region 3 Elementary School, Sanford Middle School, and Seminole High School."
HARD,school_steering,345 Placid Lake Dr.,Sanford,ebc26484-f807-4ecc-aed4-0a469128ac2a,,"Zoned for Region 2 Elementary Schools, Millenium Middle School and Seminole High School."
HARD,school_steering,3451 Hunt Ln,Oviedo,83a7faf4-bd95-4c35-aff4-26e54f83ca70,,"Plus, this home is zoned for top-rated schools: Carillon Elementary, Jackson Heights Middle School, and Hagerty High School."
HARD,school_steering,3525 Meadow Breeze Loop,Ocoee,de9b7e36-a309-40ae-bfd0-66d14282d938,,"This home is located in the Claracona Elementary, Ocoee Middle, and Ocoee High School districts."
HARD,school_steering,3651 N. Goldenrod Road #C206,Winter Park,5d932bec-8091-42b9-9f9c-f0398e6f3e8e,,"Zoned for top-rated schools: Winter Park High School, Glenridge Middle School, and Aloma Elementary."
HARD,school_steering,3651 Oakdale Cir APT 105,Oviedo,914b9807-3816-4301-9266-52d18ed3e456,,"Located in the heart of Oviedo, this community is zoned for highly-rated Seminole County schools, including Carillon Elementary, Jackson Heights Middle, and Hagerty High School."
HARD,school_steering,371 Placid Lake Drive,Sanford,28870318-7b0a-4e7e-998c-a249da481b42,,"The home is zoned for highly rated Seminole County schools: Region 2 Elementary, Millennium Middle School, and Seminole High School."
HARD,school_steering,3720 Messina Dr,Lake Mary,4b28c93d-73b2-4e67-8669-f0c6b04e1aff,,"Zoned for Crystal Lake Elementary School, Millennium Middle School, and Seminole High School."
HARD,school_steering,3806 -3808 W El Prado Blvd,Tampa,00c2e4d0-c82e-4f23-b259-be6778ebfdf7,,"Enjoy living in a highly desirable school district with a strong community feel, tree-lined streets, and everything you need just moments away."
HARD,school_steering,3906 Angola Ln,Sanford,a1bde8d3-5394-4e58-a1ba-1d4d1727c0f2,,"Situated in a prime location, this home is less than five minutes from Publix, making grocery shopping a breeze, and is conveniently close to top-rated schools, making it an ideal choice for families."
HARD,school_steering,3970 Lancashire Ln,Longwood,df7ca452-020a-4059-85b0-2af7c70acbb5,,"Wekiva Springs State Park is just around the corner, and the area is served by excellent schools."
HARD,school_steering,4010 San Gallo Dr,Kissimmee,6799fc69-f989-4da6-afd9-2f13faeee1f6,,"Ideally located just minutes from theme parks, dining, shopping, and more, and zoned for Kissimmee Elementary and Middle Schools and Celebration High School."
HARD,school_steering,4036 Messina Drive,Lake Mary,aeab35c7-985a-4072-9876-8bf6b7088845,,"Zoned for Crystal Lake Elementary School, Millennium Middle School, and Seminole High School."
HARD,school_steering,404 E. 14th Street,Sanford,bedfc9a6-fb86-491e-b10b-8a469b3f02b2,,"Zoned for Region 3 Elementary School, Sanford Middle School, and Seminole High School."
HARD,school_steering,404 E. 14th Street,Sanford,a31d232b-1e26-4107-849f-304c4a02172f,,"Families will appreciate the proximity to esteemed educational institutions such as Region 3 Elementary School, Sanford Middle School, and Seminole High School."
HARD,school_steering,404 E. 14th Street,Sanford,6d504c8c-bda8-4ac5-b31f-5624fb1f062e,,"Zoned for Region 3 Elementary School, Sanford Middle School, and Seminole High School."
HARD,school_steering,404 E. 14th Street,Sanford,a8137d29-5a57-4793-9cac-aead50a48d52,,"Zoned for Region 3 Elementary School, Sanford Middle School, and Seminole High School."
HARD,school_steering,404 Wilton Cir,Sanford,ac939ae8-d3f8-4a99-90d5-a863ac9aa2fa,,"This home is zoned for highly-regarded Seminole County Public Schools, including Idyllwilde Elementary School, Sanford Middle School, and Seminole High School."
HARD,school_steering,405 Andes Avenue,Orlando,eb2b9fd6-267f-4f13-9b04-c92454eb8f54,,"Zoned for Dover Shores Elementary, Jackson Middle, and Boone High School."
HARD,school_steering,405 NE Avenue M,Winter Haven,9b35b12a-fe80-4c76-8425-6962eb48e1e2,,"Prime Location: Off Highway 17 for easy commuting, with nearby schools: -Garden Grove Elementary School -Denison Middle School -Winter Haven Senior High School"
HARD,school_steering,407 S Hawthorn Cir,Winter Springs,8a3bc192-7175-4f98-9c36-404c2d03059c,,"Zoned for Winter Springs Elementary School, Indian Trails Middle School, and Winter Springs High School."
HARD,school_steering,408 Kays Landing Dr,Sanford,0fcd4ae5-b5fb-4714-844b-ada33cb060f8,,"Zoned for   Region 1 Elementary, Sanford Middle, and Seminole High School."
HARD,school_steering,4082 Sapsucker Loop,Sanford,d02b41bb-e59c-4447-b805-a7b776216288,,"Zoned for Sanford Middle School and Seminole High School, this property is professionally managed by Atrium Management."
HARD,school_steering,413 S. Netherwood Crescent,Altamonte Springs,d20b4136-db14-424b-8183-c00f33c4542e,,"Zoned for Milwee Middle School, and Lyman High School."
HARD,school_steering,418 Brentwood Club Cove,Longwood,1be6370f-330f-4b46-953b-3937bdc9ee22,,"Conveniently located near A-rated schools, shopping, dining, and major roadways."
HARD,school_steering,426 Cape Honeysuckle Pl,Sanford,ba52998d-68e0-4216-a92d-4e998592cc83,,"Zoned for Wilson Elementary School, Markham Woods Middle School, and Seminole High School."
HARD,school_steering,426 Davis Drive,Orlando,957525c0-ad3b-45f5-a5e8-1df2adff9cbb,,Zoned for Lake Como School and Edgewater High School.
HARD,school_steering,4401 Messina Drive,Lake Mary,a4dea154-dfe1-4631-95b5-00fed3f1abe0,,"Zoned for Crystal Lake Elementary School, Millennium Middle School, and Seminole High School."
HARD,school_steering,46 Narcissus Dr,Debary,dbe61a3e-34e3-4d3f-8223-bf18b62d6ab1,,"Located in DeBary, this home is zoned for Enterprise Elementary School, River Springs Middle School, and University High School."
HARD,school_steering,474 Hunter Cir,Kissimmee,b6c11dfc-70cb-4754-b380-6618bfb76d5c,,"Conveniently zoned for Osceola County Schools—Koa Elementary, Discovery Intermediate, and Poinciana High School."
HARD,school_steering,"4814 Lighthouse Circle,  Unit #36",Orlando,a68e7afc-ce65-4a9d-a7b3-5fb8b9ed7fde,,"Zoned for Rosemont Elementary School, College Park Middle School, and Maynard Evans High School."
HARD,school_steering,4854 Lark Drive,St. Cloud,e59e63fc-b4df-408c-8f3f-f756391c1b94,,"Zoned for Hickory Tree Elementary School, Canoe Creek Charter Academy School and Harmony High School."
HARD,school_steering,4930 Shoreline Cir,Sanford,211aad3b-b252-49e0-85f0-a948539a2fad,,"Zoned for Region 1 Elementary School, Sanford Middle School and Seminole High School."
HARD,school_steering,4940 San Marino Circle,Lake Mary,b8935085-08fe-4cb8-b107-1b9d019be2dd,,"Zoned for Crystal Lake Elementary School, Millennium Middle School, and Seminole High School."
HARD,school_steering,497 Cruz Bay Circle,Winter Springs,d51eccc8-ba47-49d1-a8b9-4462df01b643,,"Zoned for Layer Elementary School, Indian Trails Middle School, and Winter Springs High School."
HARD,school_steering,5026 Falmouth Dr,Orlando,0f25cf73-0b52-4208-bb15-8f44b20b2502,,"Zoned for Boone High School, Conway Middle School, and McCoy Middle School, this house is perfect for those looking to be in a great school district.."
HARD,school_steering,5030 Maxon Terrace,Sanford,ab8eed2b-d051-4b6d-8dfd-0609b41aa186,,"Zoned for Region 1 Elementary Schools, Sanford Middle School and Seminole High School."
HARD,school_steering,5044 Fiorella Lane,Sanford,fd7e7e71-af52-4379-9ad3-2a849042ada2,,"Zoned for Region 1 Elementary School, Sanford Middle School and Seminole High School."
HARD,school_steering,5119 Ferncrest Dr,Winter Park,c1c2fc31-5d40-444c-a210-4ca223779844,,"This home is zoned for excellent schools, including Lake Howell High School, Tuskawilla Middle School, and Eastbrook Elementary, making it an ideal choice for families seeking quality education."
HARD,school_steering,5130 Hawkstone Drive,Sanford,81509cb8-ec4d-4736-8dd2-976b22387dd6,,Zoned for Sanford Middle and Seminole High Schools.
HARD,school_steering,522 Villa Del Sol Circle,Orlando,9b1413cd-5e35-4225-b020-ffa0228dc701,,"Zoned for Meadow Woods Elementary School, Meadow Woods Middle School and Cypress Creek High School."
HARD,school_steering,527 Cidermill Place,Lake Mary,3ede45a7-09ba-4c27-81fb-b495c08a83ae,,"Plus, it's zoned for esteemed schools including Lake Mary Elementary School, Greenwood Lakes Middle School, and Lake Mary High School."
HARD,school_steering,5297 Maxon Terrace,Sanford,05eaabd1-d1c8-4654-bfb2-bfd2b5e9d510,,"Zoned for Lake Mary Elementary, Greenwood Lakes Middle, and Lake Mary High School."
HARD,school_steering,530 Cranes Way,Altamonte Springs,b90a961f-9c90-479d-8a3e-7259251453a5,,"Zoned for Altamonte Elementary School, Milwee Middle School and Lyman High School."
HARD,school_steering,5313 Lake Bluff Terrace,Sanford,53a842f3-12f5-4c6e-9fab-8cad5941cf2c,,"Zoned for Region 1 Elementary School, Sanford Middle School, and Seminole High School."
HARD,school_steering,5405 Napoli Cove,Lake Mary,4310e451-dfe8-4e9b-a068-ccb0c007c266,,"Region 2 school zone, Millennium Middle School, and Seminole High School."
HARD,school_steering,5435 Via Appia Way,Sanford,fcb6d13c-98d5-4c8d-b7ac-0b0ac46468fb,,"Zoned Schools: Region 1 Elementary School, Sanford Middle School, and Seminole High School."
HARD,school_steering,546 Heatheroak Cove,Altamonte Springs,6279b9b1-fef2-4f6e-a886-2f2d200beab5,,"Zoned for All ""A"" rated Seminole County Schools: Bear Lake Elementary, Teague Middle and Lake Brantley High."
HARD,school_steering,549 Elmcrest Place,Debary,232014d5-e503-480b-a0c6-8fedd7a6a3ca,,"Zoned for Debary Elementary, River Springs Middle, and University High Schools."
HARD,school_steering,5557 Berwood Dr,Orlando,3f575a12-ae5c-4478-bf60-06cd6f40a094,,"Zoned for Lockhart Elementary, Lockhart Middle, and Wekiva High Schools."
HARD,school_steering,561 Birgham Pl,Lake Mary,382b68dd-8875-452a-89d3-776c23eff2ba,,It is zoned for Lake Mary High School and is professionally Leased and Managed by Atrium Management.
HARD,school_steering,5629 Siracusa Ln,Sanford,009ebd4f-0615-4946-a830-9441496b6df5,,"Zoned for Region 1 Elementary School, Sanford Middle School, and Seminole High School."
HARD,school_steering,566 Shining Armor Lane,Longwood,e8fbdd99-6ef6-43b8-a1a1-88eb3657e35f,,"Zoned for Sabal Point Elementary School, Teague Middle School, and Lyman High School."
HARD,school_steering,584 Piazza Point,Oviedo,5c75f093-06de-4d2f-8927-000deff3d00a,,"This address is zoned for Oviedo high school, Jackson heights Middle, and Lawton elementary."
HARD,school_steering,599 Pensacola Lane,Lake Mary,c6f6000c-c965-46bf-90bc-746aed0c7b5a,,"Zoned for Region 2  Elementary Schools, Millenium Middle School and Seminole High School."
HARD,school_steering,6031 Bimini Twist Loop,Orlando,8633f2a0-6b57-41f3-b959-a02c20515690,,"Located just minutes from Universal Orlando Resort, Southwest Middle School, and Dr."
HARD,school_steering,6031 Bimini Twist Loop,Orlando,8633f2a0-6b57-41f3-b959-a02c20515690,,"Phillips High School, this home is also close to the area's best shopping and dining at the Marketplace at Dr."
HARD,school_steering,611 E. Amelia Street,Orlando,d588ac42-b149-4491-bd17-56beb22174a5,,"Zoned for Lake Como Elementary, Howard Middle, and Edgewater High Schools."
HARD,school_steering,6153 Metrowest Blvd,Orlando,4c033d18-87ee-490d-be7b-53f024e1f527,,"Schools are zoned for Westpointe Elementary, Chain of Lakes Middle School and Olympia High School."
HARD,school_steering,616 Iris St,Altamonte Springs,0c7ddeb7-9ebd-4bc6-b954-fddff69b3cb7,,Zoned for Lake Brantley High School.
HARD,school_steering,620 Florida Street,Orlando,93171002-2a9c-47e9-b0fc-a453970c4c09,,"Zoned for Blankner Elementary School, Blankner Middle School and Boone High School."
HARD,school_steering,620 Florida Street,Orlando,f5f2075d-9582-4254-848f-ffad1a7bfa88,,"Zoned for Blankner Elementary School, Blankner Middle School and Boone High School."
HARD,school_steering,620 Florida Street,Orlando,93250fa0-2bfa-4deb-96f3-380d8d9698ac,,"Zoned for Blankner Elementary School, Blankner Middle School and Boone High School."
HARD,school_steering,630 Broadoak Loop,Sanford,41882ce2-ddde-44e9-88ff-3f5901b6cd54,,"Zoned Schools: Region 1 Elementary, Sanford Middle, and Seminole High School."
HARD,school_steering,630 Kenwick APT 102 Cir,Casselberry,525c56cf-eae2-4d12-9c7e-8fdfd984cac1,,"Plus, benefit from the reputable Lake Howell High School zoning."
HARD,school_steering,630 Linda Ct,Palm Harbor,865c4f45-98b7-42c0-80e9-22c6c2ff66bf,,"Plus, with easy access to public transit, shopping, dining, and top-rated schools, you’ll have everything you need right at your fingertips."
HARD,school_steering,6330 Plymouth Sorrento Rd,Apopka,b40f0981-b193-406f-9bf9-7f9fb72c60ca,,"Zoned for Apopka High School, Wolf Lake Middle School and Zellwood Elementary School."
HARD,school_steering,6344 Kearce St,Orlando,74275a82-39c7-4a5b-97bc-053a8367265a,,"Centrally located near restaurants, shopping, with easy access to expressways this home is zoned for Englewood Elementary School, Roberto Clemente Middle School, and Colonial High School."
HARD,school_steering,647 Allerton Way,Sanford,2ab608f0-866a-40cb-9c42-6ad408c9c1cb,,"Zoned for Region 1 Elementary School, Sanford Middle School and Seminole High School."
HARD,school_steering,663 Red Wing Dr.,Lake Mary,450a92de-ed54-417b-8f3a-ea6ad6282c89,,"Zoned for Region 2 Elementary School, Millennium Middle School and Seminole High School."
HARD,school_steering,6634 Duncaster St,Windermere,54e582a2-b61f-42db-b770-3f061894f7fe,,"Located near top-rated schools, and close to restaurants, markets, shopping, and major highways, this home offers both convenience and a wonderful lifestyle."
HARD,school_steering,686 Roaring Drive #342,Altamonte Springs,15f5b8fd-848c-44d2-a16a-43ad00447606,,"Zoned for Forest City Elementary School, Teague Middle School and Lake Brantley High School."
HARD,school_steering,695 Youngstown Parkway,Altamonte Springs,c1b1a6e9-7b88-4afd-9011-57504000c6b4,,"Zoned Schools: Forest City Elementary School, Teague Middle School, and Lake Brantley High School."
HARD,school_steering,710 Stanley Ave,Wildwood,3cde5b8e-c244-48e2-96e6-eddb530d4787,,School Zoning: Wildwood Elementary School and Wildwood Middle/High School (Buyers are encouraged to verify school boundaries with the Sumter County School District.)
HARD,school_steering,715 Warrenton Road,Winter Park,ae98d400-db16-4b70-b988-48a000f10e31,,"Conveniently located near shopping, dining, major roadways, and top-rated schools, this home provides easy access to everything Winter Park and the surrounding Orlando area have to offer."
HARD,school_steering,72 Las Brisas Way,Kissimmee,9b05cbcf-f65c-4822-8325-e6d08d96e961,,"Families will appreciate being zoned for nearby schools, including Cypress Elementary School, Parkway Middle School, and Tohopekaliga High School."
HARD,school_steering,72 Las Brisas Way,Kissimmee,9b05cbcf-f65c-4822-8325-e6d08d96e961,,School assignments should always be verified with the Osceola County School District.
HARD,school_steering,720 Buena Vista St,Lakeland,dae4c2fc-156d-4635-9461-136c90da3f46,,"Schools nearby are North Lakeland Elementary School of choice, Lake Gibson Middle, and Tenoroc High."
HARD,school_steering,755 Musago Run,Lake Mary,e1eebdb8-c36b-45ba-9522-eecb7b43988f,,"Zoned for Region 2 Elementary School, Millennium Middle School, and Seminole High School."
HARD,school_steering,7555 Loon Avenue,Winter Garden,b309ede7-9762-4ce0-a6c1-ef897c76909e,,"Zoned for Independence Elementary, Bridgewater Middle, and Windermere High Schools."
HARD,school_steering,7619 Simms Ave,Orlando,fce04623-a1b8-4a60-bfad-1aeb4b0a8498,,"Zoned for Shenandoah Elementary School, Conway Middle School and Oak Ridge High School."
HARD,school_steering,786 Oak Burl Ct,Sanford,3d7e16b6-0731-43bd-8ae4-28dae01cdb8e,,"For families, the assigned public schools are Bentley Elementary School, Sanford Middle School, and Seminole High School."
HARD,school_steering,787 Shropshire Lp,Sanford,b71d4967-5af5-4856-9fc3-63b7709feba1,,"Zoned for Bentley Elementary OR Idyllwilde Elementary OR Wilson Elementary, Sanford Middle School and Seminole High School."
HARD,school_steering,804 E. 8th Street,Sanford,f175f6fb-0f0b-4f75-bd0f-698daabf4f2b,,It is zoned for Seminole High School and is professionally Leased and Managed by Atrium Management.
HARD,school_steering,804 Osprey Nest Pt,Sanford,cffccf08-678c-4f4f-82bd-939a7d95c781,,"Zoned for Region 3 Elementary Schools, Millennium Middle School and Seminole High School."
HARD,school_steering,805 Buckie Dr,Winter Springs,33f5bc9c-f3bc-4e56-929b-2a06ec980912,,A Rated Schools: Your home is zoned for the prestigious Seminole County Public Schools.
HARD,school_steering,805 Buckie Dr,Winter Springs,33f5bc9c-f3bc-4e56-929b-2a06ec980912,,"Highlands Elementary (rated 7/10) is a quick 0.2-mile stroll away, while Indian Trails Middle and Winter Springs High School offer top-tier education for older students."
HARD,school_steering,820 Camargo Way,Altamonte,7d8f2cf5-da46-4590-9cfe-57e88afc333f,,"Zoned for Spring Lake Elementary School, Teague Middle School and Lake Brantley High School."
HARD,school_steering,821 Lobelia Dr,Lake Mary,7c98b202-faa4-457c-a0fc-9d0ef93b08b8,,"For families, the schools zoned for this address are Bentley Elementary School, Sanford Middle School, and Seminole High School."
HARD,school_steering,822 Camargo Way,Altamonte,0e3dcdb6-4cc8-499c-a323-b6b1c4039a19,,"Zoned for Spring Lake Elementary School, Teague Middle School and Lake Brantley High School."
HARD,school_steering,824 Wood Briar Loop,Sanford,b08902fd-59f9-4d01-9a31-b648d222b1a5,,"Situated just minutes from Lake Mary, this home offers easy access to top-rated schools, shopping, dining, and entertainment."
HARD,school_steering,824 Wood Briar Loop,Sanford,b08902fd-59f9-4d01-9a31-b648d222b1a5,,"Zoned for Region 1 Elementary School, Sanford Middle School and Seminole High School."
HARD,school_steering,831 Camargo Way #306,Altamonte,4b0574d5-d096-47ad-8280-b88ce8f560c8,,"Zoned for Spring Lake Elementary School, Teague Middle School and Lake Brantley High School."
HARD,school_steering,8400 Pippen Dr,Orlando,afa86428-41d9-4664-8658-770b8cfbdb91,,"Located in a gated community near top-rated schools, upscale shopping, and fine dining, this home perfectly blends luxury, comfort, and convenience."
HARD,school_steering,841 Seminole Avenue,Longwood,f1487f36-a3fa-4f45-8668-3d2ddb3aaa0f,,"Zoned for Longwood Elementary School, Milwee Middle School, and Winter Springs High School."
HARD,school_steering,8423 Randal Park Blvd.,Orlando,3e52f879-bd47-4b6c-b250-a5909fa4e619,,"Zoned for Sun Blaze Elementary School, Lake Nona Middle School and Lake Nona High School."
HARD,school_steering,8454 Sperry St,Orlando,a21385d6-f9cb-4cb1-be84-1c06cdce692a,,"Nestled in the heart of Lake Nona, this home is just minutes from Medical City, the USTA National Campus, premier shopping and dining, highly rated schools, Orlando International Airport, major highways, and Central Flor"
HARD,school_steering,856 Grand Regency Pointe,Altamonte Springs,2e202fb4-cdd1-42c8-b0bb-55bd0266d6ef,,"This home is zoned for Bear Lake Elementary, Teague Middle, and Lake Brantley High School."
HARD,school_steering,865 Taramundi Dr,Oviedo,d8c1fdbd-4812-4f61-b6d3-001486b37d1e,,"Located for ease and accessibility, the property is zoned for respected Seminole County Public Schools, including Evans Elementary, Jackson Heights Middle, and Oviedo High School."
HARD,school_steering,869 Brutus Terrace,Lake Mary,33df8001-b35e-4009-9077-5d5ff0ae58b7,,"All of this in a prime location, just minutes from I-4 and 417, top-rated schools, shopping, dining, and entertainment—offering a truly convenient and upscale lifestyle."
HARD,school_steering,870 Farrington Drive,Deltona,1b2cbbfc-a479-4926-8f76-67c15ee611d8,,"Zoned for Forest Lake Elementary School, Deltona Middle School and Deltona High School."
HARD,school_steering,8732 Dufferin Lane,Orlando,6b714667-a8ae-45f8-b3d5-64dd1323bced,,"Zoned for Sun Blaze Elementary School, Lake Nona Middle School and Lake Nona High School."
HARD,school_steering,903 Charo Pkwy Unit 836,Davenport,42af0650-4859-4262-adf6-c0804dcc4744,,Nearby Schools: Elementary & Middle - Citrus Ridge: A Civics Academy Ridge Community High School
HARD,school_steering,905 Pickfair Ter,Lake Mary,3201dc41-dde4-49fd-aaea-a1bd3d540128,,"Zoned for Region 2 Elementary Schools, Millennium Middle School, and Seminole High School."
HARD,school_steering,911 N Orange Avenue APT 112,Orlando,e83c8e5f-b0c5-4ba3-90a5-ffa3d90827d4,,"Zoned Schools: Princeton Elementary, College Park Middle, and Edgewater High School."
HARD,school_steering,912 Covington Ct,Rockledge,9433cead-bce6-4b6a-abd7-379b34495bdd,,Zoned for Elementary: Andersen Middle: Kennedy High: Rockledge.
HARD,school_steering,9137 Grand Island Way,Winter Garden,6cc60408-c803-4cc2-9447-e57fd38e607a,,"Located just minutes from shopping, dining, parks, top-rated schools, and all that Winter Garden has to offer, this home combines modern comfort with an unbeatable location."
HARD,school_steering,915 Pine Street,Titusville,12dfa3c3-61e1-4d8b-8544-c20fecfa33a5,,"Zoned for Mims Elementary School, and Astronaut High School."
HARD,school_steering,919 Pine Street,Titusville,b103ddf5-010b-46b5-a6cc-83f784a53592,,"Zoned for Mims Elementary School, and Astronaut High School."
HARD,school_steering,933 Ponderosa Pine Ct.,Orlando,ab9c11a3-1f5c-4a27-bd9a-5fe3d977663f,,"A must-see property, conveniently located just minutes from shopping, dining, major roadways, and top-rated schools—making it an ideal spot for comfort and convenience."
HARD,school_steering,935 Shriver Cir,Lake Mary,0c0f7538-3a02-491f-90fd-8b374b253b1c,,"Ideally situated just minutes from Lake Mary’s popular shops and restaurants, this home is zoned for Lake Mary Elementary, Markham Woods Middle, and Lake Mary High."
HARD,school_steering,974 Leeward Pl #104,Altamonte Springs,36cc74d2-1392-4e57-8821-8586e4209422,,"Ideally located near Seminole State College, major shopping, dining, entertainment, public transportation, and top-rated schools, this home offers an unbeatable lifestyle in a quiet, friendly community."
HARD,school_steering,Barna Apartments,Titusville,0c8ce6c0-bba8-457d-8921-4ff1aaafd438,,"Zoned for Coquina Elementary School, Andrew Jackson Middle School, and Titusville High School."
HARD,school_steering,CIRC5,Melbourne,b33dafdd-f2fc-49e9-8788-bbb7988c212d,,"Zoned for Herbert C Elementary School, Harbor City Elementary School and Melbourne Senior High School."
HARD,school_steering,CIRC7,Melbourne,78808bf5-0214-41a2-8daf-dd0ecac4df43,,Zoned for Herbert C.
